,ts_code,open,high,low,close,pre_close,vol,amount,turn,paused,pct_chg,isST
2016-01-07,sh.600519,178.6707757500,178.6707757500,171.0106477500,172.8914827500,181.3979865000,814868,167829920.0000,0.064868,0,-4.689400,0
2016-01-06,sh.600519,181.9109415000,182.6632755000,178.9358025000,181.3979865000,181.9451385000,2376090,502483568.0000,0.189149,0,-0.300700,0
2016-01-05,sh.600519,179.5342500000,182.9283022500,177.4054867500,181.9451385000,179.5513485000,3190891,672596336.0000,0.254012,0,1.333200,0
2016-01-04,sh.600519,186.3736500000,186.3736500000,179.5257007500,179.5513485000,186.5360857500,1734969,371909824.0000,0.138113,0,-3.744400,0
2015-12-31,sh.600519,186.5617335000,187.6560375000,186.2197635000,186.5360857500,187.1088855000,1967387,429872176.0000,0.156614,0,-0.306100,0
2015-12-30,sh.600519,188.2373865000,188.6477505000,185.9632860000,187.1088855000,187.9381627500,2014766,440489184.0000,0.160386,0,-0.441300,0
2015-12-29,sh.600519,186.9037035000,188.4596670000,186.8096617500,187.9381627500,187.3311660000,1577433,345982480.0000,0.125572,0,0.324000,0
2015-12-28,sh.600519,192.7684890000,193.2130500000,187.2285750000,187.3311660000,191.9306625000,2559452,569404128.0000,0.203746,0,-2.396400,0
2015-12-25,sh.600519,192.3581250000,192.9223755000,190.5456840000,191.9306625000,192.1700415000,1154295,258870006.0000,0.091888,0,-0.124600,0
2015-12-24,sh.600519,191.4861015000,192.9394740000,190.8192600000,192.1700415000,190.6482750000,1557788,350137312.0000,0.124008,0,0.798200,0
2015-12-23,sh.600519,192.7428412500,193.8029482500,190.3917975000,190.6482750000,192.3837727500,2237497,501438272.0000,0.178117,0,-0.902100,0
2015-12-22,sh.600519,193.8969900000,193.8969900000,190.8876540000,192.3837727500,194.0936227500,2840245,638684800.0000,0.226099,0,-0.880900,0
2015-12-21,sh.600519,186.3736500000,195.9317115000,186.3736500000,194.0936227500,185.4161340000,5939189,1341466592.0000,0.472791,0,4.680000,0
2015-12-18,sh.600519,184.2363375000,187.3568137500,183.9029167500,185.4161340000,184.5441105000,2846020,618897536.0000,0.226558,0,0.472500,0
2015-12-17,sh.600519,183.2873707500,185.4161340000,182.9539500000,184.5441105000,182.8770067500,2425321,523818384.0000,0.193068,0,0.911600,0
2015-12-16,sh.600519,183.3044692500,183.5011020000,181.7485057500,182.8770067500,183.3899617500,2014480,430371568.0000,0.160363,0,-0.279700,0
2015-12-15,sh.600519,182.7829650000,183.4583557500,181.3124940000,183.3899617500,183.0394425000,1508839,321828816.0000,0.120112,0,0.191500,0
2015-12-14,sh.600519,179.6966857500,183.7062840000,178.6793250000,183.0394425000,180.7396942500,2070134,439584112.0000,0.164794,0,1.272400,0
2015-12-11,sh.600519,181.6715625000,181.6715625000,179.9617125000,180.7396942500,182.0648280000,1303548,275655728.0000,0.103769,0,-0.727800,0
2015-12-10,sh.600519,183.8088750000,184.8347850000,181.2355507500,182.0648280000,183.3557647500,1378671,295297552.0000,0.109750,0,-0.704100,0
2015-12-09,sh.600519,180.8850315000,183.8516212500,180.8166375000,183.3557647500,181.1928045000,1411977,302039600.0000,0.112401,0,1.193700,0
2015-12-08,sh.600519,183.4241587500,183.4241587500,180.7824405000,181.1928045000,183.3899617500,1739368,370510928.0000,0.138463,0,-1.198100,0
2015-12-07,sh.600519,183.8088750000,185.5016265000,182.2700100000,183.3899617500,184.0739017500,1925509,413697600.0000,0.153281,0,-0.371600,0
2015-12-04,sh.600519,188.0493030000,188.0493030000,183.8174242500,184.0739017500,188.2544850000,2084871,452200736.0000,0.165967,0,-2.220700,0
2015-12-03,sh.600519,187.2285750000,189.2803950000,185.2622475000,188.2544850000,189.4342815000,2238683,489928576.0000,0.178211,0,-0.622800,0
2015-12-02,sh.600519,183.3643140000,194.0679750000,181.2441000000,189.4342815000,182.7829650000,4789145,1055325952.0000,0.381241,0,3.638900,0
2015-12-01,sh.600519,182.0990250000,182.9112037500,180.3891750000,182.7829650000,183.2189767500,1887754,400895904.0000,0.150275,0,-0.238000,0
2015-11-30,sh.600519,177.8585970000,183.6207915000,177.6448657500,183.2189767500,177.6021195000,3344003,702029936.0000,0.266200,0,3.162600,0
2015-11-27,sh.600519,181.6630132500,181.7057595000,176.6531527500,177.6021195000,181.9622370000,1622072,339061424.0000,0.129126,0,-2.396200,0
2015-11-26,sh.600519,182.5179382500,182.7744157500,181.0987627500,181.9622370000,182.0819265000,1880453,400523680.0000,0.149694,0,-0.065700,0
2015-11-25,sh.600519,180.9876225000,182.0990250000,179.8762200000,182.0819265000,180.9790732500,2424981,512351424.0000,0.193041,0,0.609400,0
2015-11-24,sh.600519,181.5775207500,182.3384040000,179.5342500000,180.9790732500,181.7741535000,2046902,431548240.0000,0.162944,0,-0.437400,0
2015-11-23,sh.600519,182.0990250000,182.8171620000,181.6801117500,181.7741535000,182.7145710000,2099473,446996432.0000,0.167129,0,-0.514700,0
2015-11-20,sh.600519,183.9285645000,184.4757165000,182.1845175000,182.7145710000,183.8345227500,2227423,476413648.0000,0.177315,0,-0.609200,0
2015-11-19,sh.600519,182.9539500000,184.6638000000,182.8684575000,183.8345227500,183.5182005000,1526276,327777824.0000,0.121500,0,0.172400,0
2015-11-18,sh.600519,182.6034307500,184.6638000000,182.6034307500,183.5182005000,183.2617230000,1972554,423815328.0000,0.157026,0,0.140000,0
2015-11-17,sh.600519,183.5694960000,185.9461875000,182.2187145000,183.2617230000,182.7658665000,2198635,473813952.0000,0.175023,0,0.271300,0
2015-11-16,sh.600519,181.6715625000,185.0912625000,181.2441000000,182.7658665000,183.9029167500,2391670,511461328.0000,0.190390,0,-0.618300,0
2015-11-13,sh.600519,186.4591425000,187.6560375000,183.6635377500,183.9029167500,188.0920492500,2839718,614644800.0000,0.226057,0,-2.227200,0
2015-11-12,sh.600519,188.2801327500,190.6482750000,187.5534465000,188.0920492500,188.2117387500,1618085,357408912.0000,0.128808,0,-0.063600,0
2015-11-11,sh.600519,189.8018992500,190.6482750000,186.8866050000,188.2117387500,190.1182215000,2381550,524296320.0000,0.189584,0,-1.002800,0
2015-11-10,sh.600519,188.0835000000,191.6057910000,187.3653630000,190.1182215000,188.7930877500,2872976,639416128.0000,0.228704,0,0.701900,0
2015-11-09,sh.600519,189.7933500000,192.0674505000,187.2285750000,188.7930877500,186.7327185000,4052729,900398640.0000,0.322619,0,1.103400,0
2015-11-06,sh.600519,185.8179487500,186.8866050000,184.2876330000,186.7327185000,185.1425580000,2169571,471929424.0000,0.172709,0,0.858900,0
2015-11-05,sh.600519,183.4669050000,190.8876540000,182.5264875000,185.1425580000,183.7917765000,4998258,1087812240.0000,0.397888,0,0.735000,0
2015-11-04,sh.600519,180.0301065000,184.6638000000,179.6282917500,183.7917765000,179.2863217500,3080972,659118992.0000,0.245262,0,2.513000,0
2015-11-03,sh.600519,182.0306310000,184.4586180000,178.1663700000,179.2863217500,181.7228580000,2317329,493565248.0000,0.184472,0,-1.340800,0
2015-11-02,sh.600519,183.4669050000,184.5441105000,181.6715625000,181.7228580000,182.8342605000,1529820,328246688.0000,0.121782,0,-0.607900,0
2015-10-30,sh.600519,182.0562787500,184.4928150000,181.3466910000,182.8342605000,182.0990250000,1225791,263117287.0000,0.097579,0,0.403800,0
2015-10-29,sh.600519,181.2441000000,183.6293407500,181.2441000000,182.0990250000,181.6202670000,1345435,287688320.0000,0.107104,0,0.263600,0
2015-10-28,sh.600519,183.8003257500,183.8003257500,181.1586075000,181.6202670000,184.0226062500,1655922,353020512.0000,0.131820,0,-1.305500,0
2015-10-27,sh.600519,185.6042175000,186.1000740000,181.7399565000,184.0226062500,186.1428202500,2257279,484597008.0000,0.179691,0,-1.139000,0
2015-10-26,sh.600519,181.2441000000,186.6301275000,177.8244000000,186.1428202500,180.3720765000,4334626,932490832.0000,0.345059,0,3.199400,0
2015-10-23,sh.600519,175.9435650000,186.0316800000,175.7298337500,180.3720765000,173.1479602500,5627734,1189746960.0000,0.447997,0,4.172200,0
2015-10-22,sh.600519,171.1901820000,173.3189452500,170.4976927500,173.1479602500,171.2500267500,2372030,478632752.0000,0.188826,0,1.108300,0
2015-10-21,sh.600519,172.7632440000,173.1650587500,168.4287742500,171.2500267500,172.6692022500,2234914,447195040.0000,0.177911,0,-0.821900,0
2015-10-20,sh.600519,172.7119485000,173.4471840000,171.9938115000,172.6692022500,173.3103960000,1478429,298284288.0000,0.117691,0,-0.370000,0
2015-10-19,sh.600519,175.2083295000,175.2083295000,172.6093575000,173.3103960000,171.6176445000,2612145,531101872.0000,0.207941,0,0.986300,0
2015-10-16,sh.600519,172.0280085000,173.0368200000,170.4805942500,171.6176445000,170.9764507500,1923843,386383072.0000,0.153148,0,0.375000,0
2015-10-15,sh.600519,169.4119380000,171.3013222500,168.8989830000,170.9764507500,169.1298127500,1655013,329836768.0000,0.131748,0,1.091800,0
2015-10-14,sh.600519,170.1129765000,170.5575375000,168.4287742500,169.1298127500,169.9077945000,1521339,301666752.0000,0.121107,0,-0.457900,0
2015-10-13,sh.600519,169.3520932500,171.0619432500,169.3520932500,169.9077945000,169.3520932500,1575113,313495456.0000,0.125387,0,0.328100,0
2015-10-12,sh.600519,170.1300750000,174.8236132500,169.1469112500,169.3520932500,168.3774787500,4903000,982174160.0000,0.390305,0,0.578800,0
2015-10-09,sh.600519,169.9419915000,170.0445825000,167.9927625000,168.3774787500,168.8647860000,1572174,310187696.0000,0.125153,0,-0.288600,0
2015-10-08,sh.600519,169.9419915000,172.3357815000,168.4202250000,168.8647860000,162.7007767500,3439179,684138048.0000,0.273777,0,3.788600,0
2015-09-30,sh.600519,162.6323827500,163.7010390000,162.5810872500,162.7007767500,162.5810872500,1163463,222178053.0000,0.092618,0,0.073600,0
2015-09-29,sh.600519,162.0510337500,163.6069972500,160.9823775000,162.5810872500,163.6155465000,1840982,348759184.0000,0.146552,0,-0.632300,0
2015-09-28,sh.600519,163.7010390000,164.4020775000,161.7774577500,163.6155465000,165.3937905000,1234110,235369401.0000,0.098242,0,-1.075200,0
2015-09-25,sh.600519,165.8469007500,166.6248825000,162.0082875000,165.3937905000,165.8554500000,2445597,470411104.0000,0.194682,0,-0.278300,0
2015-09-24,sh.600519,167.3943150000,167.8046790000,164.8295400000,165.8554500000,166.4709960000,1388674,269653184.0000,0.110546,0,-0.369800,0
2015-09-23,sh.600519,168.5484637500,170.1215257500,165.9409425000,166.4709960000,170.3609047500,2234432,438412336.0000,0.177873,0,-2.283300,0
2015-09-22,sh.600519,171.6432922500,171.9938115000,170.1129765000,170.3609047500,170.3865525000,1645740,329161936.0000,0.131010,0,-0.015100,0
2015-09-21,sh.600519,169.2836992500,171.5834475000,169.2751500000,170.3865525000,170.4976927500,1652767,329196736.0000,0.131569,0,-0.065200,0
2015-09-18,sh.600519,169.7881050000,171.7458832500,169.2751500000,170.4976927500,169.2751500000,1564276,312040976.0000,0.124525,0,0.722200,0
2015-09-17,sh.600519,173.2078050000,175.9435650000,168.9417292500,169.2751500000,174.8749087500,2642300,533638544.0000,0.210341,0,-3.202200,0
2015-09-16,sh.600519,170.9935492500,179.1409845000,169.0443202500,174.8749087500,172.6948500000,3719802,753188784.0000,0.296116,0,1.262400,0
2015-09-15,sh.600519,169.2836992500,172.7119485000,166.8129660000,172.6948500000,173.1479602500,5188434,1035493472.0000,0.413027,0,-0.261700,0
2015-09-14,sh.600519,164.5132177500,173.3787900000,160.6404075000,173.1479602500,164.9235817500,8617555,1678995776.0000,0.686003,0,4.986800,0
2015-09-11,sh.600519,164.0430090000,165.9409425000,163.3334212500,164.9235817500,165.1800592500,1693214,326277632.0000,0.134789,0,-0.155300,0
2015-09-10,sh.600519,162.7606215000,165.2570025000,161.7005145000,165.1800592500,164.0259105000,2685248,514766384.0000,0.213760,0,0.703600,0
2015-09-09,sh.600519,162.5554395000,165.7443097500,162.5554395000,164.0259105000,161.8544010000,3521516,676337504.0000,0.280331,0,1.341600,0
2015-09-08,sh.600519,161.1191655000,162.8375647500,158.1611250000,161.8544010000,161.3328967500,3309858,621914336.0000,0.263482,0,0.323200,0
2015-09-07,sh.600519,164.6585550000,165.8554500000,161.2816012500,161.3328967500,166.3769542500,3221642,615819760.0000,0.256460,0,-3.031700,0
2015-09-02,sh.600519,162.5297917500,166.7103750000,161.7518100000,166.3769542500,166.1717722500,10694546,2052413264.0000,0.851343,0,0.123500,0
2015-09-01,sh.600519,163.9917135000,166.7103750000,160.7259000000,166.1717722500,167.0266972500,8743269,1688392992.0000,0.696011,0,-0.511800,0
2015-08-31,sh.600519,161.8714995000,167.1378375000,158.3150115000,167.0266972500,164.7013012500,6273019,1198185024.0000,0.499366,0,1.411900,0
2015-08-28,sh.600519,166.7103750000,166.9583032500,159.9821152500,164.7013012500,168.4800697500,8992583,1720106864.0000,0.715857,0,-2.242900,0
2015-08-27,sh.600519,162.4357500000,170.8995075000,158.0670832500,168.4800697500,157.2036090000,8705201,1663248880.0000,0.692980,0,7.173200,0
2015-08-26,sh.600519,151.1165430000,161.1533625000,149.6118750000,157.2036090000,150.9712057500,9157253,1663612848.0000,0.728966,0,4.128200,0
2015-08-25,sh.600519,143.1657405000,156.0323617500,142.0885350000,150.9712057500,145.0294770000,12308058,2165823584.0000,0.979787,0,4.096900,0
2015-08-24,sh.600519,154.7414250000,155.1688875000,143.7983850000,145.0294770000,159.2981752500,8981284,1559048768.0000,0.714958,0,-8.957200,0
2015-08-21,sh.600519,163.7352360000,166.5906855000,159.1186410000,159.2981752500,166.7702197500,7562061,1433277968.0000,0.601980,0,-4.480400,0
2015-08-20,sh.600519,171.6945877500,171.8399250000,166.6248825000,166.7702197500,172.3699785000,3964503,788892224.0000,0.315595,0,-3.248700,0
2015-08-19,sh.600519,170.7712687500,172.8316380000,169.4290365000,172.3699785000,171.8912205000,5026180,1004394400.0000,0.400111,0,0.278500,0
2015-08-18,sh.600519,176.9523765000,177.3969375000,171.2842237500,171.8912205000,176.3026335000,5128552,1047896512.0000,0.408260,0,-2.502200,0
2015-08-17,sh.600519,177.8414985000,178.5254385000,174.4047000000,176.3026335000,179.5171515000,5385832,1108212048.0000,0.428741,0,-1.790600,0
2015-08-14,sh.600519,179.9617125000,180.7311450000,178.8930562500,179.5171515000,179.1153367500,3066690,645849792.0000,0.244125,0,0.224300,0
2015-08-13,sh.600519,180.8166375000,180.8166375000,176.1145500000,179.1153367500,179.0811397500,3518025,733202192.0000,0.280053,0,0.019100,0
2015-08-12,sh.600519,179.5257007500,183.2018782500,178.4655937500,179.0811397500,180.1754437500,4582434,968610592.0000,0.364786,0,-0.607400,0
2015-08-11,sh.600519,181.5005775000,181.5946192500,179.5427992500,180.1754437500,181.5005775000,5089705,1076261232.0000,0.405167,0,-0.730100,0
2015-08-10,sh.600519,176.9780242500,182.0990250000,175.3707652500,181.5005775000,176.9096302500,5649643,1182083552.0000,0.449742,0,2.595100,0
2015-08-07,sh.600519,177.3883882500,178.3373550000,175.7725800000,176.9096302500,175.2254280000,3952134,819022560.0000,0.314611,0,0.961200,0
2015-08-06,sh.600519,176.3111827500,177.3969375000,173.5497750000,175.2254280000,177.1319107500,3924980,805358560.0000,0.312449,0,-1.076300,0
2015-08-05,sh.600519,182.0391802500,182.8257112500,176.9181795000,177.1319107500,181.2184522500,4314385,907597376.0000,0.343448,0,-2.255000,0
2015-08-04,sh.600519,178.9016055000,182.9368515000,178.9016055000,181.2184522500,179.1580830000,5953396,1260302960.0000,0.473922,0,1.150000,0
2015-08-03,sh.600519,175.2596250000,179.5257007500,173.5497750000,179.1580830000,176.8241377500,5455303,1117796048.0000,0.434271,0,1.319900,0
2015-07-31,sh.600519,176.7129975000,176.9096302500,173.5497750000,176.8241377500,176.0803530000,4073664,835374144.0000,0.324285,0,0.422400,0
2015-07-30,sh.600519,178.5339877500,178.5339877500,175.3451175000,176.0803530000,177.6021195000,4113400,853284368.0000,0.327448,0,-0.856800,0
2015-07-29,sh.600519,177.6363165000,179.5342500000,172.8059902500,177.6021195000,175.9692127500,6650743,1364157584.0000,0.529434,0,0.928000,0
2015-07-28,sh.600519,170.8653105000,179.0554920000,168.8305890000,175.9692127500,172.2844860000,8670357,1766521472.0000,0.690206,0,2.138700,0
2015-07-27,sh.600519,185.5187250000,189.1949025000,171.8399250000,172.2844860000,187.4081092500,7694415,1628465536.0000,0.612516,0,-8.069900,0
2015-07-24,sh.600519,188.5109625000,191.2381732500,187.0148437500,187.4081092500,187.6902345000,5739009,1271122144.0000,0.456856,0,-0.150300,0
2015-07-23,sh.600519,186.3651007500,188.5964550000,184.4671672500,187.6902345000,185.6298652500,6474810,1411411696.0000,0.515429,0,1.109900,0
2015-07-22,sh.600519,188.0835000000,189.7933500000,185.1596565000,185.6298652500,189.5026755000,7085510,1552554832.0000,0.564044,0,-2.043700,0
2015-07-21,sh.600519,189.5796187500,191.6741850000,188.0835000000,189.5026755000,192.4521667500,5178996,1148423248.0000,0.412276,0,-1.532600,0
2015-07-20,sh.600519,194.1962137500,194.8374075000,190.2208125000,192.4521667500,195.1708282500,6793355,1531275696.0000,0.540787,0,-1.393000,0
2015-07-17,sh.600519,195.7778250000,196.6242007500,192.1358445000,195.1708282500,192.1358445000,5641853,1284361184.0000,0.449121,0,1.579600,0
2015-07-16,sh.600519,191.8837443600,194.1137074800,189.5926863600,192.1357607400,191.8837443600,7281433,1826618384.0000,0.637605,0,0.131300,0
2015-07-15,sh.600519,189.0122850000,192.9834522000,185.7895300800,191.8837443600,190.1959983000,10407746,2585923328.0000,0.911363,0,0.887400,0
2015-07-14,sh.600519,194.7399300000,194.8773934800,188.7831792000,190.1959983000,196.8400665000,9676830,2425239232.0000,0.847360,0,-3.375400,0
2015-07-13,sh.600519,197.0309880000,202.8197278800,191.6851860000,196.8400665000,202.8273647400,14892616,3838169456.0000,1.304084,0,-2.951900,0
2015-07-10,sh.600519,196.2673020000,216.1231380000,192.4183245600,202.8273647400,196.9851668400,25614930,6888908288.0000,2.242993,0,2.965800,0
2015-07-09,sh.600519,180.8866659600,198.8714712600,177.9388380000,196.9851668400,180.8866659600,13820334,3409950544.0000,1.210189,0,8.899800,0
2015-07-08,sh.600519,174.8840940000,187.0954331400,167.8276353600,180.8866659600,186.4768474800,28914054,6738026752.0000,2.531883,0,-2.997800,0
2015-07-07,sh.600519,190.9215000000,195.9465538800,182.9027970000,186.4768474800,194.0067914400,16756224,4121731568.0000,1.467273,0,-3.881300,0
2015-07-06,sh.600519,204.6296637000,204.6602111400,182.9027970000,194.0067914400,190.7763996600,27279966,7012491264.0000,2.388793,0,1.693300,0
2015-07-03,sh.600519,194.7399300000,198.9402030000,184.9647492000,190.7763996600,198.7874658000,10960531,2772183168.0000,0.959768,0,-4.030000,0
2015-07-02,sh.600519,194.9690358000,215.8176636000,187.1107068600,198.7874658000,196.6415081400,11845972,3011363680.0000,1.037302,0,1.091300,0
2015-07-01,sh.600519,194.7399300000,205.0496910000,191.6699122800,196.6415081400,196.7636979000,10332654,2696026032.0000,0.904787,0,-0.062100,0
2015-06-30,sh.600519,188.3555150400,198.4208965200,187.8667560000,196.7636979000,188.3555150400,12629819,3205285536.0000,1.105941,0,4.464000,0
2015-06-29,sh.600519,189.6766918200,195.8854590000,173.9676708000,188.3555150400,185.1556707000,16507167,4057069904.0000,1.445464,0,1.728200,0
2015-06-26,sh.600519,190.9367737200,195.3126945000,179.6953158000,185.1556707000,192.2884979400,9933201,2451381600.0000,0.869809,0,-3.709400,0
2015-06-25,sh.600519,199.7038890000,200.1086425800,191.0818740600,192.2884979400,199.4824200600,6652166,1707385600.0000,0.582502,0,-3.606300,0
2015-06-24,sh.600519,190.9215000000,202.5295272000,189.1268379000,199.4824200600,192.6397935000,9570694,2463553856.0000,0.838066,0,3.552000,0
2015-06-23,sh.600519,183.1319028000,195.3890631000,178.8018031800,192.6397935000,179.7029526600,8124734,1989068144.0000,0.711449,0,7.199000,0
2015-06-19,sh.600519,187.7674768200,189.7683341400,178.7177977200,179.7029526600,186.3164734200,6760866,1646002768.0000,0.592021,0,-3.549600,0
2015-06-18,sh.600519,193.2278317200,194.5871928000,183.7428516000,186.3164734200,194.8086617400,6150650,1530836128.0000,0.538587,0,-4.359200,0
2015-06-17,sh.600519,193.9456965600,196.8477033600,190.1578140000,194.8086617400,193.9380597000,5838881,1478407040.0000,0.511286,0,0.448900,0
2015-06-16,sh.600519,197.7946740000,202.9877388000,192.8307150000,193.9380597000,199.2380405400,6930384,1789696032.0000,0.606865,0,-2.660100,0
2015-06-15,sh.600519,203.8888882800,207.7225920000,198.6194548800,199.2380405400,203.1404760000,10001422,2664672592.0000,0.875783,0,-1.921000,0
2015-06-12,sh.600519,200.1773743200,208.4862780000,199.3220460000,203.1404760000,198.6041811600,9090952,2438986512.0000,0.796057,0,2.284100,0
2015-06-11,sh.600519,198.5583600000,201.9949470000,196.8553402200,198.6041811600,199.3602303000,5295454,1378413760.0000,0.463701,0,-0.379200,0
2015-06-10,sh.600519,195.2286890400,203.8125196800,193.8235068000,199.3602303000,197.8175845800,8046208,2096832880.0000,0.704573,0,0.779800,0
2015-06-09,sh.600519,202.3767900000,206.0424828000,195.8854590000,197.8175845800,202.1018630400,7785186,2045525408.0000,0.681716,0,-2.119900,0
2015-06-08,sh.600519,192.0746658600,204.3165524400,190.7687628000,202.1018630400,193.8540542400,9600797,2462736704.0000,0.840702,0,4.254700,0
2015-06-05,sh.600519,197.1149934600,200.1621006000,187.8667560000,193.8540542400,197.1913620600,8573823,2188974560.0000,0.750774,0,-1.692400,0
2015-06-04,sh.600519,200.8341442800,202.3767900000,183.2846400000,197.1913620600,200.6890439400,9236273,2332785392.0000,0.808782,0,-1.742800,0
2015-06-03,sh.600519,202.5142534800,203.6139613200,198.5659968600,200.6890439400,203.6139613200,4642403,1218378720.0000,0.406516,0,-1.436500,0
2015-06-02,sh.600519,206.5770630000,206.5770630000,199.0623927600,203.6139613200,207.3102015600,6463560,1708951664.0000,0.565987,0,-1.783000,0
2015-06-01,sh.600519,201.5672828400,208.4710042800,198.4056228000,207.3102015600,201.4832773800,6581670,1747123648.0000,0.576329,0,2.892000,0
2015-05-29,sh.600519,198.5659968600,205.4315340000,198.4743545400,201.4832773800,199.4060514600,5778309,1531805536.0000,0.505982,0,1.041700,0
2015-05-28,sh.600519,210.2045715000,214.5957660000,198.6347286000,199.4060514600,211.4646534000,6088499,1650995552.0000,0.533144,0,-5.702400,0
2015-05-27,sh.600519,218.0476267200,220.9496335200,208.4862780000,211.4646534000,218.0629004400,4693479,1309260000.0000,0.410988,0,-3.025900,0
2015-05-26,sh.600519,218.8724076000,221.4689400000,216.8562765600,218.0629004400,219.0480553800,6091468,1746031120.0000,0.533404,0,-0.449700,0
2015-05-25,sh.600519,206.1952200000,220.3157741400,205.4315340000,219.0480553800,210.6704199600,6747362,1868570176.0000,0.590838,0,3.976700,0
2015-05-22,sh.600519,198.3139804800,211.3882848000,198.2452487400,210.6704199600,197.4815627400,6664906,1779754352.0000,0.583618,0,6.678500,0
2015-05-21,sh.600519,195.5036160000,199.5511518000,193.9838808600,197.4815627400,193.9380597000,4766913,1230234944.0000,0.417419,0,1.827100,0
2015-05-20,sh.600519,192.4488720000,198.5583600000,190.3869198000,193.9380597000,190.9520474400,6377150,1631009456.0000,0.558420,0,1.563800,0
2015-05-19,sh.600519,184.0865103000,191.0895109200,183.4373772000,190.9520474400,184.1552420400,4763777,1174434448.0000,0.417144,0,3.690800,0
2015-05-18,sh.600519,187.1030700000,187.1030700000,183.3610086000,184.1552420400,187.2328966200,3536324,856505072.0000,0.309661,0,-1.643800,0
2015-05-15,sh.600519,191.9982972600,193.5867641400,184.5141744600,187.2328966200,191.9982972600,5418507,1333031168.0000,0.474476,0,-2.482000,0
2015-05-14,sh.600519,195.6945375000,198.1765170000,191.8531969200,191.9982972600,195.8090904000,4185329,1062504720.0000,0.366492,0,-1.946200,0
2015-05-13,sh.600519,193.8235068000,200.8265074200,192.8307150000,195.8090904000,194.2969921200,5891341,1520374560.0000,0.515880,0,0.778200,0
2015-05-12,sh.600519,196.4200392000,196.4200392000,192.4488720000,194.2969921200,196.6033238400,4703129,1193035136.0000,0.411833,0,-1.173100,0
2015-05-11,sh.600519,192.0670290000,197.0233511400,190.9215000000,196.6033238400,194.1060706200,6134570,1552417968.0000,0.537179,0,1.286500,0
2015-05-08,sh.600519,187.9583983200,194.6482876800,187.7903874000,194.1060706200,187.0496119800,5780559,1447670272.0000,0.506179,0,3.772500,0
2015-05-07,sh.600519,187.1030700000,192.3572296800,185.2396761600,187.0496119800,185.3313184800,6810290,1693825904.0000,0.596349,0,0.927100,0
2015-05-06,sh.600519,186.3241102800,188.6228051400,183.2922768600,185.3313184800,184.0101417000,6032432,1472597536.0000,0.528235,0,0.718000,0
2015-05-05,sh.600519,192.4488720000,192.4488720000,183.1929976800,184.0101417000,194.7170194200,7370003,1801146752.0000,0.645360,0,-5.498700,0
2015-05-04,sh.600519,192.9529047600,197.7946740000,190.9367737200,194.7170194200,192.6245197800,5473902,1398337296.0000,0.479327,0,1.086300,0
2015-04-30,sh.600519,191.7997389000,194.6635614000,189.2032065000,192.6245197800,190.7534890800,6406407,1610938048.0000,0.560982,0,0.980900,0
2015-04-29,sh.600519,187.9431246000,193.2125580000,187.9431246000,190.7534890800,189.3101225400,5930057,1477767696.0000,0.519270,0,0.762400,0
2015-04-28,sh.600519,193.9762440000,197.4891996000,188.6686263000,189.3101225400,195.3432419400,8729177,2187970736.0000,0.764378,0,-3.088500,0
2015-04-27,sh.600519,196.7102398800,204.5151108000,193.2049211400,195.3432419400,197.4051941400,7897335,2050832432.0000,0.691537,0,-1.044500,0
2015-04-24,sh.600519,192.3572296800,198.3139804800,187.1107068600,197.4051941400,195.5341634400,10053123,2547399872.0000,0.880310,0,0.956900,0
2015-04-23,sh.600519,201.6131040000,201.7429306200,193.1972842800,195.5341634400,201.5290985400,8603012,2214737648.0000,0.753330,0,-2.974700,0
2015-04-22,sh.600519,205.2787968000,205.4315340000,196.3513074600,201.5290985400,196.5956869800,13463506,3543576704.0000,1.178943,0,2.509400,0
2015-04-21,sh.600519,183.2846400000,196.5956869800,183.2846400000,196.5956869800,178.7254345800,12240188,3039243968.0000,1.071822,0,9.998700,0
2015-04-20,sh.600519,175.6477800000,187.6376502000,174.8840940000,178.7254345800,177.6028161600,13058871,3118764544.0000,1.143511,0,0.632100,0
2015-04-17,sh.600519,182.4445854000,189.9287082000,174.3342400800,177.6028161600,172.7992312200,19209491,4577504000.0000,1.682095,0,2.779900,0
2015-04-16,sh.600519,159.2667153000,172.7992312200,158.7168613800,172.7992312200,157.0902102000,8601417,1877332304.0000,0.753190,0,10.000000,0
2015-04-15,sh.600519,159.6867426000,160.2060490800,155.9141337600,157.0902102000,157.3193160000,5500520,1135635920.0000,0.481658,0,-0.145600,0
2015-04-14,sh.600519,155.7919440000,159.8242060800,155.7613965600,157.3193160000,155.7155754000,8190313,1691094336.0000,0.717192,0,1.029900,0
2015-04-13,sh.600519,153.9209133000,156.1661501400,151.9276928400,155.7155754000,152.9052109200,9135609,1840018384.0000,0.799967,0,1.838000,0
2015-04-10,sh.600519,152.7295631400,155.0206211400,152.4393624600,152.9052109200,152.7372000000,10201946,2048914304.0000,0.893342,0,0.110000,0
2015-04-09,sh.600519,156.1585132800,157.2276736800,152.0116983000,152.7372000000,156.1737870000,6239973,1255308048.0000,0.546408,0,-2.200500,0
2015-04-08,sh.600519,154.6464150000,160.8933664800,153.9514607400,156.1737870000,153.2488696200,13585716,2798381808.0000,1.189644,0,1.908600,0
2015-04-07,sh.600519,150.3315891000,153.5619808800,149.5297188000,153.2488696200,150.3010416600,5982433,1189027072.0000,0.523857,0,1.961300,0
